project_id,project_title,scene_id,scene_order,scene_title,scene_theme,scene_scroll_start_vh,scene_scroll_length_vh,scene_pin,scene_bg_color,camera_group_id,camera_move,camera_notes,layer_id,parent_layer_id,layer_order,layer_kind,layer_name,asset_mode,asset_path,asset_format,asset_role,text_content,font_family,font_weight,font_size_desktop_px,font_size_mobile_px,text_align,width_vw,height_vh,base_x_pct,base_y_pct,depth_index,parallax_x,parallax_y,blend_mode,mask_shape,sequence_src_pattern,sequence_frame_count,sequence_fps,sequence_scrub_mode,ai_start_prompt,ai_end_prompt,trigger_start,trigger_end,ease,kf0_p,kf0_x_pct,kf0_y_pct,kf0_scale,kf0_opacity,kf0_rotate_deg,kf0_blur_px,kf0_frame,kf1_p,kf1_x_pct,kf1_y_pct,kf1_scale,kf1_opacity,kf1_rotate_deg,kf1_blur_px,kf1_frame,kf2_p,kf2_x_pct,kf2_y_pct,kf2_scale,kf2_opacity,kf2_rotate_deg,kf2_blur_px,kf2_frame,kf3_p,kf3_x_pct,kf3_y_pct,kf3_scale,kf3_opacity,kf3_rotate_deg,kf3_blur_px,kf3_frame,reduced_motion_mode,reduced_motion_asset,mobile_behavior,preload_priority,notes
rooted_10y,Rooted — Tenure Facility Decade Explainer,S3,3,Reading the Rings,Ten rings / ten years / retrospective with data and stories,400,280,True,#241A13,CAM_S3,zoom_to_center,Push into cross-section of trunk; ring highlights and info layers appear as nested reveal.,S3_L01,,1,image,Cross-section background,static,/assets/s3/rings_background.webp,webp,background,,,,,,,120,120,50,52,-4,0.0,0.04,normal,circle,,,,,,,0.0,1.0,none,0,50,54,0.92,0.0,0,4,0,0.35,50,52,1.0,1.0,0,0,0,0.7,50,50,1.12,1.0,0,0,0,1.0,50,48,1.26,1.0,0,0,0,static,/assets/s3/rings_background.webp,keep,high,Hero scene backdrop; center crop on trunk cross-section.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S3,3,Reading the Rings,Ten rings / ten years / retrospective with data and stories,400,280,True,#241A13,CAM_S3,zoom_to_center,Push into cross-section of trunk; ring highlights and info layers appear as nested reveal.,S3_L02,,2,image,Bark edge vignette,static,/assets/s3/bark_edge.png,png,foreground,,,,,,,125,125,50,52,2,0.0,0.08,normal,circle-edge,,,,,,,0.0,1.0,none,0,50,54,0.95,0.0,0,4,0,0.35,50,52,1.0,0.95,0,0,0,0.7,50,50,1.08,1.0,0,0,0,1.0,50,48,1.18,1.0,0,0,0,static,/assets/s3/bark_edge.png,simplify,high,Foreground vignette preserves illusion of camera entering tree.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S3,3,Reading the Rings,Ten rings / ten years / retrospective with data and stories,400,280,True,#241A13,CAM_S3,zoom_to_center,Push into cross-section of trunk; ring highlights and info layers appear as nested reveal.,S3_L03,,3,sequence,Ring highlight sequence,sequence,/assets/s3/seq/rings_highlight,webp_sequence,hero-sequence,,,,,,,100,100,50,52,0,0.0,0.06,screen,circle,/assets/s3/seq/rings_highlight/upscaled/frame_%04d.webp,24.0,20.0,frame-by-scroll,"Tree cross-section with faint annual rings, warm brown palette, documentary painterly style, no labels, centered circular composition.","Tree cross-section with ten subtly illuminated rings and delicate highlight pulses around each ring, warm brown palette, documentary painterly style, no labels, centered circular composition.",0.12,0.95,none,0,50,52,0.98,0.0,0,6,0,0.35,50,51,1.03,0.8,0,1,8,0.7,50,50,1.12,1.0,0,0,17,1.0,50,48,1.24,1.0,0,0,23,first-frame,/assets/s3/seq/rings_highlight/upscaled/frame_0001.webp,simplify,high,Sequence can be AI-assisted or manually composited; maps scroll to ring illumination states.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S3,3,Reading the Rings,Ten rings / ten years / retrospective with data and stories,400,280,True,#241A13,CAM_S3,zoom_to_center,Push into cross-section of trunk; ring highlights and info layers appear as nested reveal.,S3_L04,,4,image,Ring label vector overlay,static,/assets/s3/ring_labels.svg,svg,data-overlay,,,,,,,88,88,50,52,3,0.0,0.02,normal,circle,,,,,,,0.3,1.0,none,0,50,52,1.0,0.0,0,2,0,0.35,50,52,1.0,0.0,0,2,0,0.7,50,50,1.02,0.9,0,0,0,1.0,50,48,1.08,1.0,0,0,0,static,/assets/s3/ring_labels.svg,simplify,medium,SVG labels for ten rings or decade beats.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S3,3,Reading the Rings,Ten rings / ten years / retrospective with data and stories,400,280,True,#241A13,CAM_S3,zoom_to_center,Push into cross-section of trunk; ring highlights and info layers appear as nested reveal.,S3_L05,,5,panel,Metric panel left,static,/assets/s3/metric_panel_left.svg,svg,data-panel,,,,,,,22,34,12,52,4,0.0,0.0,normal,rounded-rect,,,,,,,0.42,0.95,power2.out,0,8,56,0.96,0.0,0,6,0,0.35,10,54,0.98,0.0,0,4,0,0.7,12,52,1.0,0.95,0,0,0,1.0,12,50,1.0,0.95,0,0,0,static,/assets/s3/metric_panel_left.svg,simplify,medium,"Holds metrics such as land secured, communities supported."
rooted_10y,Rooted — Tenure Facility Decade Explainer,S3,3,Reading the Rings,Ten rings / ten years / retrospective with data and stories,400,280,True,#241A13,CAM_S3,zoom_to_center,Push into cross-section of trunk; ring highlights and info layers appear as nested reveal.,S3_L06,,6,panel,Metric panel right,static,/assets/s3/metric_panel_right.svg,svg,data-panel,,,,,,,22,34,88,52,4,0.0,0.0,normal,rounded-rect,,,,,,,0.5,0.98,power2.out,0,92,56,0.96,0.0,0,6,0,0.35,90,54,0.98,0.0,0,4,0,0.7,88,52,1.0,0.95,0,0,0,1.0,88,50,1.0,0.95,0,0,0,static,/assets/s3/metric_panel_right.svg,simplify,medium,"Mirror panel for biodiversity, climate resilience, etc."
rooted_10y,Rooted — Tenure Facility Decade Explainer,S3,3,Reading the Rings,Ten rings / ten years / retrospective with data and stories,400,280,True,#241A13,CAM_S3,zoom_to_center,Push into cross-section of trunk; ring highlights and info layers appear as nested reveal.,S3_L07,,7,image,Community inset photo stack,static,/assets/s3/community_insets.webp,webp,story-overlay,,,,,,,36,28,50,84,5,0.0,0.02,normal,soft-edges,,,,,,,0.55,1.0,power2.out,0,50,88,0.92,0.0,0,8,0,0.35,50,86,0.96,0.0,0,6,0,0.7,50,84,1.0,0.9,0,0,0,1.0,50,82,1.0,0.95,0,0,0,static,/assets/s3/community_insets.webp,hide,low,Optional human layer to keep data emotionally grounded.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S3,3,Reading the Rings,Ten rings / ten years / retrospective with data and stories,400,280,True,#241A13,CAM_S3,zoom_to_center,Push into cross-section of trunk; ring highlights and info layers appear as nested reveal.,S3_L08,,8,text,Scene 3 title,text,,html,title,"Reading the Rings — ten years, ten layers of what was weathered and what was gained.",Fraunces,600.0,44.0,28.0,center,58,16,21,12,6,0.0,0.0,normal,none,,,,,,,0.05,0.4,power2.out,0,21,14,1.0,0.0,0,6,0,0.35,21,12,1.0,1.0,0,0,0,0.7,21,10,1.0,0.2,0,0,0,1.0,21,8,0.98,0.0,0,4,0,fade-only,,keep,medium,Use as opening line before zooming further into rings.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S3,3,Reading the Rings,Ten rings / ten years / retrospective with data and stories,400,280,True,#241A13,CAM_S3,zoom_to_center,Push into cross-section of trunk; ring highlights and info layers appear as nested reveal.,S3_L09,,9,text,Scene 3 body,text,,html,body,Land secured. Biodiversity protected. Ecosystems sustained. Communities strengthened. Climate resilience built. These are not separate chapters — they are layers of the same ring.,Inter,500.0,24.0,18.0,center,50,18,25,22,6,0.0,0.0,normal,none,,,,,,,0.28,0.82,power2.out,0,25,24,1.0,0.0,0,6,0,0.35,25,22,1.0,0.5,0,2,0,0.7,25,20,1.0,0.95,0,0,0,1.0,25,18,1.0,0.0,0,4,0,fade-only,,keep,medium,Ties metric panels back into one integrated narrative.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S4,4,Mycelial Network / Infrastructure,Invisible support network enabling forest health,680,220,True,#162118,CAM_S4,lateral_pan,Pull out from one tree to a networked forest floor; emphasize lateral connectivity rather than vertical hero shot.,S4_L01,,1,image,Forest floor background,static,/assets/s4/forest_floor.avif,avif,background,,,,,,,130,130,50,50,-5,0.02,0.04,normal,none,,,,,,,0.0,1.0,none,0,54,50,1.06,0.0,0,2,0,0.35,52,50,1.08,1.0,0,0,0,0.7,49,50,1.12,1.0,0,0,0,1.0,46,50,1.16,1.0,0,0,0,static,/assets/s4/forest_floor.avif,keep,high,Lateral move begins here.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S4,4,Mycelial Network / Infrastructure,Invisible support network enabling forest health,680,220,True,#162118,CAM_S4,lateral_pan,Pull out from one tree to a networked forest floor; emphasize lateral connectivity rather than vertical hero shot.,S4_L02,,2,image,Far tree silhouettes,static,/assets/s4/far_trees.webp,webp,background-mid,,,,,,,130,75,50,42,-3,0.05,0.05,normal,none,,,,,,,0.05,1.0,none,0,56,44,1.0,0.0,0,2,0,0.35,53,43,1.02,0.75,0,1,0,0.7,49,42,1.05,0.9,0,0,0,1.0,45,41,1.08,0.95,0,0,0,static,/assets/s4/far_trees.webp,keep,medium,Forest depth with faster x movement than background.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S4,4,Mycelial Network / Infrastructure,Invisible support network enabling forest health,680,220,True,#162118,CAM_S4,lateral_pan,Pull out from one tree to a networked forest floor; emphasize lateral connectivity rather than vertical hero shot.,S4_L03,,3,sequence,Network illumination sequence,sequence,/assets/s4/seq/network_illumination,webp_sequence,hero-sequence,,,,,,,118,92,50,58,1,0.09,0.1,screen,none,/assets/s4/seq/network_illumination/upscaled/frame_%04d.webp,24.0,18.0,frame-by-scroll,"Subterranean forest floor view with faint connecting fungal threads between separate trees, deep green-brown palette, elegant documentary illustration, no labels.","Subterranean forest floor view with visible luminous fungal network linking many trees, deep green-brown palette, elegant documentary illustration, no labels.",0.12,0.9,none,0,54,60,0.98,0.0,0,5,1,0.35,52,59,1.0,0.7,0,2,8,0.7,49,58,1.04,1.0,0,0,17,1.0,46,57,1.08,1.0,0,0,23,first-frame,/assets/s4/seq/network_illumination/upscaled/frame_0001.webp,simplify,high,Represents the Tenure Facility infrastructure without replacing communities as protagonists.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S4,4,Mycelial Network / Infrastructure,Invisible support network enabling forest health,680,220,True,#162118,CAM_S4,lateral_pan,Pull out from one tree to a networked forest floor; emphasize lateral connectivity rather than vertical hero shot.,S4_L04,,4,image,Support node markers,static,/assets/s4/network_nodes.svg,svg,data-overlay,,,,,,,110,85,50,58,3,0.09,0.08,normal,none,,,,,,,0.35,1.0,none,0,54,58,1.0,0.0,0,2,0,0.35,52,58,1.0,0.0,0,2,0,0.7,49,58,1.02,0.85,0,0,0,1.0,46,58,1.04,0.95,0,0,0,static,/assets/s4/network_nodes.svg,simplify,medium,"Node labels for funders, partners, frameworks, solidarity links."
rooted_10y,Rooted — Tenure Facility Decade Explainer,S4,4,Mycelial Network / Infrastructure,Invisible support network enabling forest health,680,220,True,#162118,CAM_S4,lateral_pan,Pull out from one tree to a networked forest floor; emphasize lateral connectivity rather than vertical hero shot.,S4_L05,,5,image,Continental map ghost overlay,static,/assets/s4/continent_ghosts.svg,svg,background-overlay,,,,,,,95,72,72,38,0,0.04,0.02,overlay,soft-edges,,,,,,,0.5,0.95,power2.out,0,74,40,0.98,0.0,0,6,0,0.35,73,39,1.0,0.0,0,4,0,0.7,72,38,1.02,0.18,0,0,0,1.0,71,37,1.05,0.22,0,0,0,static,/assets/s4/continent_ghosts.svg,hide,low,Optional geographic cue only; keep subtle.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S4,4,Mycelial Network / Infrastructure,Invisible support network enabling forest health,680,220,True,#162118,CAM_S4,lateral_pan,Pull out from one tree to a networked forest floor; emphasize lateral connectivity rather than vertical hero shot.,S4_L06,,6,text,Scene 4 title,text,,html,title,No tree stands alone. Beneath the forest floor runs a network that sustains the whole ecosystem.,Fraunces,600.0,46.0,30.0,left,38,22,8,16,6,0.0,0.0,normal,none,,,,,,,0.1,0.6,power2.out,0,8,20,1.0,0.0,0,6,0,0.35,8,16,1.0,1.0,0,0,0,0.7,8,14,1.0,0.75,0,0,0,1.0,8,12,0.98,0.0,0,4,0,fade-only,,keep,medium,Sets up network metaphor.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S4,4,Mycelial Network / Infrastructure,Invisible support network enabling forest health,680,220,True,#162118,CAM_S4,lateral_pan,Pull out from one tree to a networked forest floor; emphasize lateral connectivity rather than vertical hero shot.,S4_L07,,7,text,Scene 4 body,text,,html,body,"This is the Tenure Facility: not the trees themselves, but the connective infrastructure — partners, governments, legal frameworks, and solidarity across continents — that allows the forest to thrive.",Inter,400.0,23.0,18.0,left,34,24,8,44,6,0.0,0.0,normal,none,,,,,,,0.3,0.95,power2.out,0,8,48,1.0,0.0,0,6,0,0.35,8,46,1.0,0.3,0,4,0,0.7,8,44,1.0,0.95,0,0,0,1.0,8,42,1.0,0.0,0,3,0,fade-only,,keep,medium,Network infrastructure explanatory copy.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S5,5,The Forest Ahead,Open horizon / wider forest / invitation to action,900,200,True,#22301F,CAM_S5,pull_back,Camera widens from one tree to many; create feeling of future expansion and openness.,S5_L01,,1,image,Wide forest background,static,/assets/s5/wide_forest.avif,avif,background,,,,,,,130,130,50,50,-5,0.0,0.03,normal,none,,,,,,,0.0,1.0,none,0,50,48,1.2,0.0,0,3,0,0.35,50,49,1.12,1.0,0,0,0,0.7,50,50,1.04,1.0,0,0,0,1.0,50,51,1.0,1.0,0,0,0,static,/assets/s5/wide_forest.avif,keep,high,Final scene begins slightly zoomed in then eases outward.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S5,5,The Forest Ahead,Open horizon / wider forest / invitation to action,900,200,True,#22301F,CAM_S5,pull_back,Camera widens from one tree to many; create feeling of future expansion and openness.,S5_L02,,2,image,Mid-tree field,static,/assets/s5/mid_trees.webp,webp,midground,,,,,,,120,78,50,55,-1,0.0,0.08,normal,none,,,,,,,0.1,1.0,none,0,50,58,1.18,0.0,0,3,0,0.35,50,57,1.1,0.9,0,1,0,0.7,50,56,1.04,1.0,0,0,0,1.0,50,55,1.0,1.0,0,0,0,static,/assets/s5/mid_trees.webp,keep,medium,Secondary tree field widens sense of forest.
rooted_10y,Rooted — Tenure Facility Decade Explainer,S5,5,The Forest Ahead,Open horizon / wider forest / invitation to action,900,200,True,#22301F,CAM_S5,pull_back,Camera widens from one tree to many; create feeling of future expansion and openness.,S5_L03,,3,sequence,Forest breathing sequence,sequence,/assets/s5/seq/forest_breathing,webp_sequence,hero-sequence,,,,,,,32,88,68,58,3,0.01,0.16,normal,none,/assets/s5/seq/forest_breathing/upscaled/frame_%04d.webp,24.0,18.0,frame-by-scroll,"Calm forest scene with anchored foreground tree and still canopy, muted late-afternoon tones, cinematic painterly realism, no text.","Forest scene with gentle canopy sway, subtle atmospheric shimmer, and warm closing light, cinematic painterly realism, no text.",0.05,0.92,none,0,68,60,0.96,0.0,0,2,0,0.35,68,58,1.0,0.82,0,1,8,0.7,67,56,1.05,1.0,0,0,17,1.0,66,54,1.1,0.98,0,0,23,first-frame,/assets/s5/seq/forest_breathing/upscaled/frame_0001.webp,simplify,high,Finale hero sequence with subtle living-system motion before CTA close.
